Fecha,Par,Apertura,Maximo,Minimo,Cierre,Volumen
2025-03-11,GBP/USD,1.2152,1.2281,1.2098,1.2227,1644278
2025-03-12,GBP/USD,1.2227,1.2266,1.2187,1.2208,1161963
2025-03-13,GBP/USD,1.2208,1.224,1.2139,1.2184,1112445
2025-03-14,GBP/USD,1.2184,1.222,1.2144,1.2213,1039369
2025-03-17,GBP/USD,1.2213,1.225,1.2134,1.219,1416955
2025-03-18,GBP/USD,1.219,1.2326,1.214,1.2319,1861890
2025-03-19,GBP/USD,1.2319,1.2339,1.2267,1.2302,968400
2025-03-20,GBP/USD,1.2302,1.2333,1.2261,1.2324,1631887
2025-03-21,GBP/USD,1.2324,1.2427,1.2269,1.2384,1892424
2025-03-24,GBP/USD,1.2384,1.2496,1.2359,1.2483,1633105
2025-03-25,GBP/USD,1.2483,1.2508,1.2417,1.2437,1633826
2025-03-26,GBP/USD,1.2437,1.2493,1.241,1.2411,995816
2025-03-27,GBP/USD,1.2411,1.2503,1.236,1.249,1554779
2025-03-28,GBP/USD,1.249,1.2573,1.244,1.2541,1649669
2025-03-31,GBP/USD,1.2541,1.2635,1.2534,1.2608,1676414
2025-04-01,GBP/USD,1.2608,1.2609,1.2486,1.2522,1743345
2025-04-02,GBP/USD,1.2522,1.2669,1.2493,1.2619,1474965
2025-04-03,GBP/USD,1.2619,1.2623,1.2563,1.2571,1564445
2025-04-04,GBP/USD,1.2571,1.2613,1.2509,1.2583,1093662
2025-04-07,GBP/USD,1.2583,1.2618,1.256,1.2574,1507901
2025-04-08,GBP/USD,1.2574,1.2613,1.2514,1.2518,1787204
2025-04-09,GBP/USD,1.2518,1.2561,1.2393,1.243,1348889
2025-04-10,GBP/USD,1.243,1.2446,1.2276,1.2321,1906546
2025-04-11,GBP/USD,1.2321,1.2329,1.2319,1.2329,753400
2025-04-14,GBP/USD,1.2329,1.2373,1.2194,1.2235,1627691
2025-04-15,GBP/USD,1.2235,1.2268,1.2133,1.2165,1564827
2025-04-16,GBP/USD,1.2165,1.2216,1.2146,1.2152,1351713
2025-04-17,GBP/USD,1.2152,1.2202,1.1981,1.1992,2406570
2025-04-18,GBP/USD,1.1992,1.2089,1.1958,1.2039,1708418
2025-04-21,GBP/USD,1.2039,1.2068,1.1876,1.1893,1776756
2025-04-22,GBP/USD,1.1893,1.1913,1.1833,1.1889,1585703
2025-04-23,GBP/USD,1.1889,1.1937,1.184,1.189,1786506
2025-04-24,GBP/USD,1.189,1.1949,1.1831,1.1922,1065247
2025-04-25,GBP/USD,1.1922,1.1933,1.1904,1.1919,1445782
2025-04-28,GBP/USD,1.1919,1.2091,1.1861,1.204,1475402
2025-04-29,GBP/USD,1.204,1.2106,1.2014,1.2053,1643600
2025-04-30,GBP/USD,1.2053,1.2144,1.2032,1.2116,1274062
2025-05-01,GBP/USD,1.2116,1.2121,1.2069,1.2072,944780
2025-05-02,GBP/USD,1.2072,1.2103,1.2069,1.208,1099242
2025-05-05,GBP/USD,1.208,1.2222,1.2038,1.2173,1914553
2025-05-06,GBP/USD,1.2173,1.2228,1.2131,1.2159,1299269
2025-05-07,GBP/USD,1.2159,1.2183,1.2145,1.217,846757
2025-05-08,GBP/USD,1.217,1.2234,1.2133,1.223,1500005
2025-05-09,GBP/USD,1.223,1.2284,1.2169,1.2185,1822281
2025-05-12,GBP/USD,1.2185,1.2208,1.2018,1.2053,1655821
2025-05-13,GBP/USD,1.2053,1.2101,1.2031,1.2068,1069868
2025-05-14,GBP/USD,1.2068,1.2187,1.2019,1.2128,1637825
2025-05-15,GBP/USD,1.2128,1.2132,1.1996,1.2046,1136021
2025-05-16,GBP/USD,1.2046,1.2125,1.2017,1.2086,1728246
2025-05-19,GBP/USD,1.2086,1.2132,1.2065,1.2127,1525291
2025-05-20,GBP/USD,1.2127,1.215,1.1968,1.1989,1844349
2025-05-21,GBP/USD,1.1989,1.2038,1.1885,1.1933,1491360
2025-05-22,GBP/USD,1.1933,1.1959,1.189,1.191,1521097
2025-05-23,GBP/USD,1.191,1.1969,1.1886,1.1899,1390598
2025-05-26,GBP/USD,1.1899,1.1932,1.185,1.1855,1609990
2025-05-27,GBP/USD,1.1855,1.1874,1.178,1.1807,1505839
2025-05-28,GBP/USD,1.1807,1.1919,1.1779,1.1906,1865878
2025-05-29,GBP/USD,1.1906,1.1927,1.185,1.19,1402969
2025-05-30,GBP/USD,1.19,1.1922,1.1845,1.1858,1253907
2025-06-02,GBP/USD,1.1858,1.1862,1.1833,1.1856,1431180
2025-06-03,GBP/USD,1.1856,1.191,1.1808,1.1888,1464267
2025-06-04,GBP/USD,1.1888,1.1918,1.1839,1.1891,1419072
2025-06-05,GBP/USD,1.1891,1.1934,1.1856,1.1879,1105426
2025-06-06,GBP/USD,1.1879,1.1918,1.1813,1.184,1549739
2025-06-09,GBP/USD,1.184,1.1882,1.1783,1.1801,1479231
2025-06-10,GBP/USD,1.1801,1.1801,1.1711,1.1766,1122277
2025-06-11,GBP/USD,1.1766,1.1798,1.1759,1.1785,860001
2025-06-12,GBP/USD,1.1785,1.1824,1.1672,1.1727,1749323
2025-06-13,GBP/USD,1.1727,1.1778,1.1687,1.175,1610520
2025-06-16,GBP/USD,1.175,1.1833,1.1719,1.1833,1508364
2025-06-17,GBP/USD,1.1833,1.19,1.1831,1.1852,1079393
2025-06-18,GBP/USD,1.1852,1.1898,1.1802,1.183,1544584
2025-06-19,GBP/USD,1.183,1.1863,1.173,1.1754,1169157
2025-06-20,GBP/USD,1.1754,1.185,1.1744,1.1846,1400918
2025-06-23,GBP/USD,1.1846,1.1892,1.1738,1.1777,1314558
2025-06-24,GBP/USD,1.1777,1.1861,1.172,1.1827,1298277
2025-06-25,GBP/USD,1.1827,1.1911,1.1794,1.1865,1229017
2025-06-26,GBP/USD,1.1865,1.1909,1.1808,1.1851,1328699
2025-06-27,GBP/USD,1.1851,1.1898,1.1831,1.1835,937903
2025-06-30,GBP/USD,1.1835,1.1866,1.1702,1.1726,1588134
2025-07-01,GBP/USD,1.1726,1.1754,1.172,1.1746,1154800
2025-07-02,GBP/USD,1.1746,1.1822,1.171,1.1782,1461690
2025-07-03,GBP/USD,1.1782,1.1819,1.1663,1.1718,1543932
2025-07-04,GBP/USD,1.1718,1.1762,1.167,1.1709,1672648
2025-07-07,GBP/USD,1.1709,1.1721,1.1704,1.1711,843200
2025-07-08,GBP/USD,1.1711,1.1757,1.169,1.1745,1288083
2025-07-09,GBP/USD,1.1745,1.1798,1.1713,1.1746,1003527
2025-07-10,GBP/USD,1.1746,1.179,1.1627,1.165,1258164
2025-07-11,GBP/USD,1.165,1.1703,1.1571,1.1619,1636866
2025-07-14,GBP/USD,1.1619,1.1676,1.1572,1.1632,1507140
2025-07-15,GBP/USD,1.1632,1.1716,1.1597,1.1681,1856493
2025-07-16,GBP/USD,1.1681,1.1719,1.1623,1.1645,1460014
2025-07-17,GBP/USD,1.1645,1.1825,1.163,1.1772,2341816
2025-07-18,GBP/USD,1.1772,1.1807,1.1655,1.1661,1199224
2025-07-21,GBP/USD,1.1661,1.1698,1.1607,1.1628,1052839
2025-07-22,GBP/USD,1.1628,1.1637,1.1599,1.1623,844942
2025-07-23,GBP/USD,1.1623,1.1651,1.1572,1.1612,1084897
2025-07-24,GBP/USD,1.1612,1.1653,1.1502,1.154,1691534
2025-07-25,GBP/USD,1.154,1.1582,1.1536,1.1566,1301962
2025-07-28,GBP/USD,1.1566,1.1599,1.1543,1.1587,903548
2025-07-29,GBP/USD,1.1587,1.1608,1.1577,1.159,1439860
2025-07-30,GBP/USD,1.159,1.1623,1.1581,1.1609,1425434
2025-07-31,GBP/USD,1.1609,1.1622,1.1537,1.1585,1199355
2025-08-01,GBP/USD,1.1585,1.1609,1.1489,1.1491,1135102
2025-08-04,GBP/USD,1.1491,1.1543,1.1426,1.145,1211350
2025-08-05,GBP/USD,1.145,1.1488,1.144,1.1459,937748
2025-08-06,GBP/USD,1.1459,1.1479,1.1409,1.1468,1011994
2025-08-07,GBP/USD,1.1468,1.1475,1.1436,1.1471,1181869
2025-08-08,GBP/USD,1.1471,1.1542,1.1457,1.1502,1160695
2025-08-11,GBP/USD,1.1502,1.1524,1.144,1.1469,1249939
2025-08-12,GBP/USD,1.1469,1.1517,1.1427,1.147,1804750
2025-08-13,GBP/USD,1.147,1.1541,1.1415,1.1503,1719082
2025-08-14,GBP/USD,1.1503,1.1549,1.1485,1.1498,1618941
2025-08-15,GBP/USD,1.1498,1.1514,1.1376,1.1427,1256057
2025-08-18,GBP/USD,1.1427,1.1466,1.1319,1.1372,1529521
2025-08-19,GBP/USD,1.1372,1.1434,1.132,1.1419,1552468
2025-08-20,GBP/USD,1.1419,1.1552,1.1383,1.1498,1300652
2025-08-21,GBP/USD,1.1498,1.1603,1.1462,1.1566,1131961
2025-08-22,GBP/USD,1.1566,1.1598,1.1543,1.1579,1366873
2025-08-25,GBP/USD,1.1579,1.1595,1.1467,1.151,1687457
2025-08-26,GBP/USD,1.151,1.1521,1.1479,1.1509,1118862
2025-08-27,GBP/USD,1.1509,1.164,1.147,1.1599,1724159
2025-08-28,GBP/USD,1.1599,1.1648,1.1574,1.1635,1249788
2025-08-29,GBP/USD,1.1635,1.167,1.1581,1.1623,988290
2025-09-01,GBP/USD,1.1623,1.1675,1.1575,1.166,1288425
2025-09-02,GBP/USD,1.166,1.1698,1.1577,1.1586,1224868
2025-09-03,GBP/USD,1.1586,1.1633,1.1497,1.1545,1203223
2025-09-04,GBP/USD,1.1545,1.159,1.1452,1.1483,2038319
2025-09-05,GBP/USD,1.1483,1.1554,1.1434,1.151,1609788
2025-09-08,GBP/USD,1.151,1.1562,1.1485,1.1551,1516390
2025-09-09,GBP/USD,1.1551,1.1556,1.152,1.1542,1027260
2025-09-10,GBP/USD,1.1542,1.1582,1.1439,1.1492,1516828
2025-09-11,GBP/USD,1.1492,1.1513,1.1476,1.149,976739
2025-09-12,GBP/USD,1.149,1.1515,1.1414,1.1462,1091983
2025-09-15,GBP/USD,1.1462,1.1464,1.1389,1.1417,1071730
2025-09-16,GBP/USD,1.1417,1.1451,1.1388,1.1436,1506459
2025-09-17,GBP/USD,1.1436,1.1438,1.1375,1.1393,1410537
2025-09-18,GBP/USD,1.1393,1.1443,1.1271,1.1304,1802896
2025-09-19,GBP/USD,1.1304,1.1317,1.1209,1.1228,1455549
2025-09-22,GBP/USD,1.1228,1.1259,1.1135,1.1138,1942723
2025-09-23,GBP/USD,1.1138,1.1154,1.1123,1.1151,847478
2025-09-24,GBP/USD,1.1151,1.1197,1.1151,1.116,1047271
2025-09-25,GBP/USD,1.116,1.1183,1.1105,1.1165,1228919
2025-09-26,GBP/USD,1.1165,1.1249,1.1112,1.1198,1886927
2025-09-29,GBP/USD,1.1198,1.1315,1.1176,1.1265,2098894
2025-09-30,GBP/USD,1.1265,1.1283,1.1191,1.1232,1191403
2025-10-01,GBP/USD,1.1232,1.1305,1.1212,1.1254,1731279
2025-10-02,GBP/USD,1.1254,1.1311,1.1128,1.1166,2169525
2025-10-03,GBP/USD,1.1166,1.1289,1.1121,1.1243,1464071
2025-10-06,GBP/USD,1.1243,1.129,1.112,1.1173,1651479
2025-10-07,GBP/USD,1.1173,1.1186,1.1111,1.1133,1266875
2025-10-08,GBP/USD,1.1133,1.1165,1.1056,1.11,1916039
2025-10-09,GBP/USD,1.11,1.1103,1.1,1.1015,1183983
2025-10-10,GBP/USD,1.1015,1.1022,1.096,1.1017,1509116
2025-10-13,GBP/USD,1.1017,1.1084,1.1015,1.1029,1179593
2025-10-14,GBP/USD,1.1029,1.1047,1.0985,1.1018,1457026
2025-10-15,GBP/USD,1.1018,1.1059,1.0897,1.0933,1652411
2025-10-16,GBP/USD,1.0933,1.1086,1.0896,1.1042,1959515
2025-10-17,GBP/USD,1.1042,1.1119,1.1035,1.1072,1658400
2025-10-20,GBP/USD,1.1072,1.1274,1.102,1.1218,2537501
2025-10-21,GBP/USD,1.1218,1.1231,1.1163,1.1173,1594062
2025-10-22,GBP/USD,1.1173,1.1228,1.1138,1.1226,1033974
2025-10-23,GBP/USD,1.1226,1.1293,1.1214,1.127,1509671
2025-10-24,GBP/USD,1.127,1.1277,1.1236,1.1254,926566
2025-10-27,GBP/USD,1.1254,1.1334,1.1223,1.1333,1419511
2025-10-28,GBP/USD,1.1333,1.1353,1.1286,1.131,1333315
2025-10-29,GBP/USD,1.131,1.1354,1.128,1.129,1248752
2025-10-30,GBP/USD,1.129,1.1321,1.1084,1.1094,2075533
2025-10-31,GBP/USD,1.1094,1.1134,1.107,1.1116,1668013
2025-11-03,GBP/USD,1.1116,1.1153,1.1001,1.1043,1314665
2025-11-04,GBP/USD,1.1043,1.1055,1.0963,1.1012,1568999
2025-11-05,GBP/USD,1.1012,1.1013,1.0951,1.0956,1201135
2025-11-06,GBP/USD,1.0956,1.0998,1.0914,1.0936,1076710
2025-11-07,GBP/USD,1.0936,1.0994,1.093,1.096,1027701
2025-11-10,GBP/USD,1.096,1.1002,1.0959,1.096,1520327
2025-11-11,GBP/USD,1.096,1.1002,1.0924,1.0999,1660680
2025-11-12,GBP/USD,1.0999,1.1115,1.0966,1.1069,2087342
2025-11-13,GBP/USD,1.1069,1.1103,1.104,1.1049,1667545
2025-11-14,GBP/USD,1.1049,1.108,1.1009,1.1022,1087999
2025-11-17,GBP/USD,1.1022,1.111,1.1021,1.1075,1280633
2025-11-18,GBP/USD,1.1075,1.118,1.1029,1.1132,1856331
2025-11-19,GBP/USD,1.1132,1.1206,1.1078,1.1174,1560780
2025-11-20,GBP/USD,1.1174,1.1206,1.1113,1.112,1347601
2025-11-21,GBP/USD,1.112,1.1199,1.1108,1.1144,1291286
2025-11-24,GBP/USD,1.1144,1.1192,1.1095,1.115,1514431
2025-11-25,GBP/USD,1.115,1.1233,1.1098,1.1209,1678740
2025-11-26,GBP/USD,1.1209,1.1248,1.1153,1.1177,1135286
2025-11-27,GBP/USD,1.1177,1.1198,1.1081,1.1083,1500626
2025-11-28,GBP/USD,1.1083,1.1134,1.1081,1.1122,1279600
2025-12-01,GBP/USD,1.1122,1.1155,1.0948,1.0979,2011868
2025-12-02,GBP/USD,1.0979,1.103,1.0918,1.0939,1249660
2025-12-03,GBP/USD,1.0939,1.099,1.0882,1.0883,1712558
2025-12-04,GBP/USD,1.0883,1.0902,1.0796,1.0827,1064113
2025-12-05,GBP/USD,1.0827,1.0856,1.0786,1.0787,1206845
2025-12-08,GBP/USD,1.0787,1.0864,1.0744,1.0852,1815757
2025-12-09,GBP/USD,1.0852,1.0951,1.0836,1.0897,1590394
2025-12-10,GBP/USD,1.0897,1.095,1.0881,1.0883,1129353
2025-12-11,GBP/USD,1.0883,1.098,1.0851,1.0945,1780220
2025-12-12,GBP/USD,1.0945,1.0989,1.0865,1.0887,1628874
2025-12-15,GBP/USD,1.0887,1.0926,1.0769,1.0821,2026120
2025-12-16,GBP/USD,1.0821,1.09,1.0792,1.0868,1712525
2025-12-17,GBP/USD,1.0868,1.0903,1.0853,1.09,1308164
2025-12-18,GBP/USD,1.09,1.0924,1.0836,1.0875,1395737
2025-12-19,GBP/USD,1.0875,1.0911,1.0798,1.0813,1185500
2025-12-22,GBP/USD,1.0813,1.0929,1.0764,1.0892,1509349
2025-12-23,GBP/USD,1.0892,1.0912,1.0778,1.0798,1537731
2025-12-24,GBP/USD,1.0798,1.0849,1.0736,1.0766,1612770
2025-12-25,GBP/USD,1.0766,1.0787,1.0763,1.0778,1120817
2025-12-26,GBP/USD,1.0778,1.0902,1.0755,1.0875,1469360
2025-12-29,GBP/USD,1.0875,1.0934,1.083,1.0896,1039570
2025-12-30,GBP/USD,1.0896,1.096,1.0852,1.0922,1492814
2025-12-31,GBP/USD,1.0922,1.0958,1.0879,1.0891,1185441
2024-01-01,USD/JPY,150.0,150.6335,149.8824,150.4804,1455063
2024-01-02,USD/JPY,150.4804,151.152,149.9662,150.573,1647584
2024-01-03,USD/JPY,150.573,150.8934,150.0411,150.4878,1016193
2024-01-04,USD/JPY,150.4878,150.9133,148.946,149.5103,1521233
2024-01-05,USD/JPY,149.5103,149.7,149.2789,149.6843,1054131
2024-01-08,USD/JPY,149.6843,149.71,148.7839,149.1179,1035508
2024-01-09,USD/JPY,149.1179,149.4503,147.1861,147.4851,2074217
2024-01-10,USD/JPY,147.4851,148.9719,146.7594,148.366,1967650
2024-01-11,USD/JPY,148.366,149.7368,148.1492,149.077,1249865
2024-01-12,USD/JPY,149.077,149.1802,148.8572,149.1155,1019674
2024-01-15,USD/JPY,149.1155,149.6882,148.8512,149.2863,977755
2024-01-16,USD/JPY,149.2863,150.7735,148.8649,150.0882,1765360
2024-01-17,USD/JPY,150.0882,150.548,149.8989,150.2566,939959
2024-01-18,USD/JPY,150.2566,151.5618,149.5689,150.9357,2148066
2024-01-19,USD/JPY,150.9357,151.0366,150.511,150.7112,1371849
2024-01-22,USD/JPY,150.7112,152.4094,150.0362,151.6999,1669624
2024-01-23,USD/JPY,151.6999,152.5141,151.6214,151.9432,1355229
2024-01-24,USD/JPY,151.9432,152.8065,151.4444,152.0906,1805642
2024-01-25,USD/JPY,152.0906,152.6052,150.4395,151.1248,1767546
2024-01-26,USD/JPY,151.1248,151.6166,150.9973,151.3416,969588
2024-01-29,USD/JPY,151.3416,152.0516,149.9824,150.7121,1561079
2024-01-30,USD/JPY,150.7121,150.9197,149.8909,150.2311,1617482
2024-01-31,USD/JPY,150.2311,150.4806,148.9111,149.6186,1654077
2024-02-01,USD/JPY,149.6186,150.1429,148.3174,148.821,1755669
2024-02-02,USD/JPY,148.821,150.9776,148.5966,150.402,2196107
2024-02-05,USD/JPY,150.402,152.1068,150.2604,151.4032,1995286
2024-02-06,USD/JPY,151.4032,153.0135,151.1733,152.857,2012662
2024-02-07,USD/JPY,152.857,153.4669,151.8517,151.9223,1156811
2024-02-08,USD/JPY,151.9223,152.5377,151.813,151.9765,1271272
2024-02-09,USD/JPY,151.9765,152.0249,150.9145,150.9935,1562345
2024-02-12,USD/JPY,150.9935,151.2859,150.1501,150.4683,1588231
2024-02-13,USD/JPY,150.4683,150.681,149.1818,149.7776,1594134
2024-02-14,USD/JPY,149.7776,150.9353,149.6717,150.7059,1137571
2024-02-15,USD/JPY,150.7059,151.4466,150.3093,150.4073,1623093
2024-02-16,USD/JPY,150.4073,151.6967,149.9234,151.2108,1799425
2024-02-19,USD/JPY,151.2108,152.2118,151.0617,151.6675,1037536
2024-02-20,USD/JPY,151.6675,154.1636,151.5935,153.4144,1807166
2024-02-21,USD/JPY,153.4144,153.7038,152.1526,152.2796,1211056
2024-02-22,USD/JPY,152.2796,153.8527,151.5763,153.2384,1577061
2024-02-23,USD/JPY,153.2384,154.4516,152.609,154.1168,1138234
2024-02-26,USD/JPY,154.1168,154.7868,153.0952,153.3667,1456191
2024-02-27,USD/JPY,153.3667,154.2782,152.8638,154.139,1504856
2024-02-28,USD/JPY,154.139,155.1297,153.7249,154.3981,1560118
2024-02-29,USD/JPY,154.3981,154.567,153.7003,154.2225,1406274
2024-03-01,USD/JPY,154.2225,154.474,153.0629,153.5871,1751591
2024-03-04,USD/JPY,153.5871,154.1678,152.5538,153.0349,1265016
2024-03-05,USD/JPY,153.0349,154.9077,152.8313,154.6034,1296230
2024-03-06,USD/JPY,154.6034,155.074,154.5732,154.6039,1407062
2024-03-07,USD/JPY,154.6039,155.5535,154.2517,155.2085,1128229
2024-03-08,USD/JPY,155.2085,155.7846,153.906,154.5947,2062425
2024-03-11,USD/JPY,154.5947,154.7712,153.5534,153.9919,1680336
2024-03-12,USD/JPY,153.9919,154.8702,153.351,154.825,1494072
2024-03-13,USD/JPY,154.825,155.0572,153.0178,153.7803,2137703
2024-03-14,USD/JPY,153.7803,154.1449,153.3354,153.461,958043
2024-03-15,USD/JPY,153.461,153.616,152.9302,153.4871,1078898
2024-03-18,USD/JPY,153.4871,153.845,152.9696,153.5726,1391749
2024-03-19,USD/JPY,153.5726,153.8797,152.6833,153.4351,1264485
2024-03-20,USD/JPY,153.4351,153.7828,152.6789,153.7387,1709214
2024-03-21,USD/JPY,153.7387,154.7212,153.2109,154.2713,1102568
2024-03-22,USD/JPY,154.2713,155.5226,154.0834,154.838,1509937
2024-03-25,USD/JPY,154.838,154.9555,153.4596,154.0748,1563896
2024-03-26,USD/JPY,154.0748,154.5353,153.7735,153.8559,1361500
2024-03-27,USD/JPY,153.8559,155.2894,153.2553,154.775,1417533
2024-03-28,USD/JPY,154.775,155.7933,154.0706,155.4673,1430030
2024-03-29,USD/JPY,155.4673,156.0123,154.1046,154.4002,1946266
2024-04-01,USD/JPY,154.4002,154.9891,153.9133,154.6715,1101590
2024-04-02,USD/JPY,154.6715,155.0618,152.8123,153.1416,2065924
2024-04-03,USD/JPY,153.1416,153.1832,152.8064,153.1776,1165231
2024-04-04,USD/JPY,153.1776,155.1658,152.9398,154.631,1998222
2024-04-05,USD/JPY,154.631,155.1424,153.3117,153.8982,1795968
2024-04-08,USD/JPY,153.8982,153.9277,152.5388,153.2562,1196564
2024-04-09,USD/JPY,153.2562,154.1249,152.5353,153.8416,1581309
2024-04-10,USD/JPY,153.8416,154.5947,152.5215,152.6549,2043117
2024-04-11,USD/JPY,152.6549,152.976,151.5064,152.1719,1421030
2024-04-12,USD/JPY,152.1719,153.0088,151.6108,152.6257,1867874
2024-04-15,USD/JPY,152.6257,153.3201,151.9494,152.1417,1407516
2024-04-16,USD/JPY,152.1417,152.6873,151.9111,151.9622,986103
2024-04-17,USD/JPY,151.9622,152.9715,151.7586,152.5276,1306289
2024-04-18,USD/JPY,152.5276,153.4588,151.8319,152.8491,1948870
2024-04-19,USD/JPY,152.8491,153.7145,152.3652,153.053,1285468
2024-04-22,USD/JPY,153.053,153.4027,152.2426,152.7935,1683516
2024-04-23,USD/JPY,152.7935,153.4399,152.5971,153.0762,1567640
2024-04-24,USD/JPY,153.0762,153.3717,152.4313,152.9815,1189681
2024-04-25,USD/JPY,152.9815,154.0728,152.96,153.3317,1022721
2024-04-26,USD/JPY,153.3317,153.8662,152.6637,152.9507,1579688
2024-04-29,USD/JPY,152.9507,153.0144,152.3322,152.8111,1084681
2024-04-30,USD/JPY,152.8111,153.4705,151.9436,152.0547,1754131
2024-05-01,USD/JPY,152.0547,152.4201,151.4025,152.0281,1288686
2024-05-02,USD/JPY,152.0281,152.0804,151.2337,151.4116,1267156
2024-05-03,USD/JPY,151.4116,151.8278,150.0772,150.5682,1841244
2024-05-06,USD/JPY,150.5682,151.0774,150.2632,150.763,1180723
2024-05-07,USD/JPY,150.763,151.5857,150.3137,150.9233,1373347
2024-05-08,USD/JPY,150.9233,151.6686,150.8422,151.5141,1179155
2024-05-09,USD/JPY,151.5141,152.1402,151.1747,151.1875,1213660
2024-05-10,USD/JPY,151.1875,151.9184,150.4999,151.496,1491981
2024-05-13,USD/JPY,151.496,151.9547,151.2917,151.9132,1444615
2024-05-14,USD/JPY,151.9132,152.9908,151.2906,152.251,1430261
2024-05-15,USD/JPY,152.251,152.6412,150.8649,151.6225,1606415
2024-05-16,USD/JPY,151.6225,151.9564,151.4622,151.7357,1282102
2024-05-17,USD/JPY,151.7357,152.3687,151.5345,152.012,1098529
2024-05-20,USD/JPY,152.012,152.6695,151.5082,152.0174,1197506
2024-05-21,USD/JPY,152.0174,152.2492,149.7054,150.4315,2314316
2024-05-22,USD/JPY,150.4315,150.6973,149.7427,150.5522,1493958
2024-05-23,USD/JPY,150.5522,152.316,150.1737,152.2177,1790738
2024-05-24,USD/JPY,152.2177,152.4444,151.3397,151.9437,1483690
2024-05-27,USD/JPY,151.9437,152.5363,151.2878,151.3906,1012393
2024-05-28,USD/JPY,151.3906,152.0309,150.6507,151.6732,1558985
2024-05-29,USD/JPY,151.6732,152.0829,150.9419,151.9101,1383993
2024-05-30,USD/JPY,151.9101,152.943,151.7857,152.816,1418815
2024-05-31,USD/JPY,152.816,153.0703,151.6276,151.8549,1347874
2024-06-03,USD/JPY,151.8549,153.1265,151.7789,152.4102,1081182
2024-06-04,USD/JPY,152.4102,153.1223,152.2032,152.8602,1062065
2024-06-05,USD/JPY,152.8602,153.6154,152.1283,152.7515,1888406
2024-06-06,USD/JPY,152.7515,153.3814,152.4626,153.0102,1229507
2024-06-07,USD/JPY,153.0102,153.9356,152.9426,153.7978,1298008
2024-06-10,USD/JPY,153.7978,155.1569,153.5346,154.4686,1117479
2024-06-11,USD/JPY,154.4686,154.8241,152.8322,153.5858,1188424
2024-06-12,USD/JPY,153.5858,154.7628,153.1022,154.2156,1741360
2024-06-13,USD/JPY,154.2156,154.9741,153.8449,154.1657,1397331
2024-06-14,USD/JPY,154.1657,154.2606,154.0374,154.2219,1078003
2024-06-17,USD/JPY,154.2219,154.3529,153.4615,154.2784,1090354
2024-06-18,USD/JPY,154.2784,154.8341,153.5297,154.1625,1631661
2024-06-19,USD/JPY,154.1625,155.2996,153.9455,155.081,1152693
2024-06-20,USD/JPY,155.081,155.2239,154.9618,155.0161,882752
2024-06-21,USD/JPY,155.0161,155.0466,154.1047,154.1484,1273069
2024-06-24,USD/JPY,154.1484,154.1652,153.7525,153.8451,988479
2024-06-25,USD/JPY,153.8451,154.5788,153.3983,153.9825,1174004
2024-06-26,USD/JPY,153.9825,155.0331,153.2675,154.9289,1710411
2024-06-27,USD/JPY,154.9289,155.7595,154.5441,155.3961,1518355
2024-06-28,USD/JPY,155.3961,155.8669,154.0831,154.7353,1880412
2024-07-01,USD/JPY,154.7353,156.9935,154.3903,156.658,1750279
2024-07-02,USD/JPY,156.658,156.8866,156.103,156.8654,929907
2024-07-03,USD/JPY,156.8654,158.4841,156.2914,157.8657,1468223
2024-07-04,USD/JPY,157.8657,157.874,157.6087,157.746,1396214
2024-07-05,USD/JPY,157.746,158.7692,157.4611,158.1666,1496326
2024-07-08,USD/JPY,158.1666,159.5399,157.6626,158.8305,1793980
2024-07-09,USD/JPY,158.8305,160.1438,158.7744,159.7979,1008082
2024-07-10,USD/JPY,159.7979,161.0729,159.5091,160.6428,1505589
2024-07-11,USD/JPY,160.6428,161.7281,160.2132,161.3433,1063194
2024-07-12,USD/JPY,161.3433,161.6573,160.2867,161.0891,1483918
2024-07-15,USD/JPY,161.0891,161.8039,160.2475,160.6286,1857510
2024-07-16,USD/JPY,160.6286,161.6149,159.9732,160.8958,1935695
2024-07-17,USD/JPY,160.8958,161.9179,160.5482,161.6464,1460332
2024-07-18,USD/JPY,161.6464,162.1436,160.8235,161.4664,1373006
2024-07-19,USD/JPY,161.4664,163.0787,160.9857,162.3264,2088169
2024-07-22,USD/JPY,162.3264,164.2919,161.6068,163.5054,2017382
2024-07-23,USD/JPY,163.5054,163.9215,162.4218,162.7563,1077806
2024-07-24,USD/JPY,162.7563,163.1248,161.5855,162.0752,1442591
2024-07-25,USD/JPY,162.0752,162.301,161.4512,161.9614,1065449
2024-07-26,USD/JPY,161.9614,162.9882,161.6234,162.2105,1395584
2024-07-29,USD/JPY,162.2105,162.3264,161.6683,161.7851,1170688
2024-07-30,USD/JPY,161.7851,163.3511,161.7094,162.8789,1581671
2024-07-31,USD/JPY,162.8789,163.4549,162.8653,163.2243,1079481
2024-08-01,USD/JPY,163.2243,163.4842,162.5114,163.2565,1036542
2024-08-02,USD/JPY,163.2565,163.587,161.8927,162.0844,1522303
2024-08-05,USD/JPY,162.0844,162.8938,160.8477,161.018,1954353
2024-08-06,USD/JPY,161.018,161.2885,160.4254,161.2442,1392804
2024-08-07,USD/JPY,161.2442,161.7107,159.2696,159.5249,1586548
2024-08-08,USD/JPY,159.5249,160.3988,159.1213,160.3326,1766366
2024-08-09,USD/JPY,160.3326,160.4565,160.0756,160.2058,1395462
2024-08-12,USD/JPY,160.2058,163.1614,159.437,162.8036,1785282
